rating,reviewerID,product_id,date
5,AEAW3I4OQJJNGEUOTWPSTNF4NQYQ,B002PXVYUU,1515878401
5,AERBGR3GPGZ4IJMR3C2SYO64PVLQ,B00F8LWD6U,1422824963
1,AGF6GWDAWG7UW3R5O2G5O5JZC4BQ,B002VB3X96,1603437123
5,AEZTSZFWI6C6GOUJ2LIH47YFC4AA,B002PXVYO6,1555111837
5,AFQW7QX2DREMFPK5WSMQKG27UOQA,B0047ERVHA,1408743411
1,AGHWYYIDFNU6QHVTQNO4NBCUH3VA,B0061SHL02,1463247387
5,AGHWYYIDFNU6QHVTQNO4NBCUH3VA,B00006KT0A,1461038369
5,AGHWYYIDFNU6QHVTQNO4NBCUH3VA,B00006LDIH,1376934662
5,AGVGIZWQAEFXMES5GGQBTMNNESXQ,B00005N7VL,1246111685
5,AGG2NB2RZZ42ZAKKZBEMTU35D53Q,B0714C2W8M,1519998958
5,AGG2NB2RZZ42ZAKKZBEMTU35D53Q,B00006KPSH,1433459719
2,AETTGDSJDM554ISAC6U5N3WIZQ6A,B01AAQYXD8,1482249835
5,AFMO5FNLPZY3U3LOVLUVG3TCGAIQ,B002PXW0EY,1430835516
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006KPSH,1648232610
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00XZF1JUM,1561600676
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006KP86,1560303617
5,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006K32H,1538967465
5,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000FTJ7BE,1526830776
5,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006KPBF,1348858351
5,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B002MRSM8Q,1342813850
2,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000063XJL,1336315735
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7T3,1324699161
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B0029XHGT4,1291846065
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B001THPA26,1282924980
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000O1PKOG,1268773552
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000XXDJ8E,1264015011
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006LIR1,1261508375
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7SC,1260591102
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIRE,1257190191
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006LE7S,1250797427
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIOP,1247853720
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006KT0K,1246251254
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000069YWG,1231865804
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00008GT1F,1230746874
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000K7KJXQ,1226267712
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00007AWME,1225305798
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIPH,1219766847
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000UHI32U,1217048212
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000UHI2LW,1214419310
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006F2SY,1206113606
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7P0,1190665602
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005R8BL,1190152066
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7SS,1184234382
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7XO,1181594048
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000EQ4010,1175988534
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7QI,1175306244
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7OJ,1174763405
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006J9HV,1174762778
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7TL,1163620402
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIPO,1158422007
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005V3E8,1157824985
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000EGCIW8,1153771169
2,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7NY,1153770772
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7UC,1150863584
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7PS,1142485471
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIOW,1137980073
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006GXD4,1135209627
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIRS,1131476339
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NINU,1128178646
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIO2,1127852291
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7VN,1122578091
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIRG,1106925002
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NINY,1106068868
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B0000C4CU9,1103824314
5,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7QD,1103343320
5,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7SK,1100204201
5,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIOH,1098998332
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIOC,1098413884
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIN0,1081449624
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00008DP07,1081177949
2,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIR1,1081177880
3,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIPP,1081169558
5,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIN8,1067873213
4,AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7R0,1052405979
5,AHCNKBCBGA3MBKR3IDYEGW6ZXBBQ,B002PXW13Y,1376240652
3,AHCNKBCBGA3MBKR3IDYEGW6ZXBBQ,B002PXVZKE,1376240555
5,AGGJ6SHNO3HLK5JODWEITQQJETKQ,B00005R8BH,1443140658
5,AGGJ6SHNO3HLK5JODWEITQQJETKQ,B00008IHFC,1443140595
5,AHKQCLSBQZZFKXMICWCL5RAXPJMA,B002PXVYQY,1500701934
5,AHPXDXGUHYKWYX6KIKCH2IB4DFUQ,B001U5SPME,1534267446
5,AGJFPQJ5UH5BQEQGL6GKURTN6XZA,B003N3QRF8,1574544792
5,AEYXC43NC7JOUQ7BE3GXC3GVDA5A,B002PXVYB4,1526273803
5,AGSFGWKZ4JADOV2GO4DLCOBWAHBQ,B001THPA58,1381835835
5,AGNFCXSJSYDHFRF4ZKIEDV3GVZFA,B002XPVNOC,1660032629
5,AEPDCH7PA3NCPRFIQHMTMSHB6ACA,B00006KNXP,1500643218
5,AGRAOCJONTYGH225RFXEYYRJXPDA,B01N702LLM,1526746333
3,AHYOLM6ON6SWZUSPCYROBCRPAGZA,B003N3QRFI,1525479124
5,AEXCBVLSGIQSEK3UIPLMFEVN6LSQ,B0058EONOM,1361642713
5,AGSXRFM7UTPHNPDUHSRIFSXLYPHQ,B000FTJ7BE,1377386930
5,AHASA7BCDFZESMNACODEJ2R3ZLOA,B015GHGCSA,1447975131
2,AHNQS77OY2P2K353P7VOFG6W2BXA,B001U5SPIS,1488379632
4,AHNQS77OY2P2K353P7VOFG6W2BXA,B01M1OBFVN,1485438921
5,AFAR7QJKL73Z6OYJ7343HUIDZOEA,B07DRWHT3P,1648074568
5,AHPOHKN4PU4W3V5PGFL7AGTAD2AA,B00F418D36,1427686589
5,AHPOHKN4PU4W3V5PGFL7AGTAD2AA,B00JDTEG9A,1411667104
5,AHQ6IMGDXCSNDOGTPOMKKWMV74HQ,B00B8C8SWQ,1442411103
5,AHQ6IMGDXCSNDOGTPOMKKWMV74HQ,B00008KFZF,1416670724
5,AEVMMH3CC3WDT3X7NWQBDNPB73UA,B004GVZUUY,1659354180
4,AHXZZRPP65AP7ACEAMVC75A4JNAQ,B002PXW13Y,1375005142
2,AFFCQNWCHXTY7BANIWXLP5C2BKPA,B005PRCK7O,1392894277
5,AH4UNA3HYDPXDLP7OETQQOQQDWYA,B0029XHGSK,1539634994
5,AHY2D6IXQLDYWPW2GPTS5RMCSGBA,B0000AFQRG,1648004941
4,AE2CJPQPEGCIDJKZZRYDSVRV46SA,B00009VPDT,1560446967
5,AFOIBDPU4QUZS2L5QEOXA7HRRXKA,B000063XJL,1466771537
5,AFHPJTBQYQHQXIFBAODXDAIGCGMQ,B002PXVYU0,1655821477
5,AE4RHEIVRSRRA7BUF7WP3CTKSJSQ,B002PXVYEQ,1595943983
5,AHW4LOVWIR4WOR7DN5IPIV5PCSEA,B000063XJL,1530546223
4,AF4GF2FH5BAIIRUMVFTAFNVTNI3A,B00HG1BP0A,1438374499
5,AEKMLZCPTS7TBH7GYZXCKA7ZK6BQ,B001TP73UA,1518375329
5,AFFRD2C6P27MKZZBDIBGVMGQK3UA,B00AYI9YXC,1666746149
5,AFFRD2C6P27MKZZBDIBGVMGQK3UA,B001THPA4Y,1561705188
5,AGEK7CO557BUVLGDZSWK5PR57FYA,B002PXVYSC,1531256811
5,AGEK7CO557BUVLGDZSWK5PR57FYA,B001THPA3K,1529014497
1,AEH6DBAT44UEB4RFU7YZYYKKF5HQ,B00005NIOH,1521922807
1,AFRUD3CIGC72MATAOCKOCXUJNRYQ,B002PXW24C,1394829378
5,AG5FGCIM6PBJX3JNDRKQMITZTIMA,B001THPA3U,1369616050
4,AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B00007B9E3,1130946072
5,AFFFVUA7JPDUWCPP2EUVIWCHGNIQ,B00006KVLZ,1525048626
5,AFFFVUA7JPDUWCPP2EUVIWCHGNIQ,B002PXVZP4,1512324680
5,AFEDEBP63M2MH22DA3422UDGDCZQ,B002PXVYQY,1571767796
5,AFEDEBP63M2MH22DA3422UDGDCZQ,B002PXVYEQ,1571767755
5,AHMG3ALUBE3FEBHODTBHP5J24YDA,B00006KPDP,1086195409
5,AFD5WCTWVBWEQGBGKVZOMXQIROWA,B002PXVYUU,1565794495
5,AGOHVW36I4ZG6B7WUO54NYW54CMQ,B07DRWHT3P,1579914046
5,AGOHVW36I4ZG6B7WUO54NYW54CMQ,B002PXW04Y,1420152991
1,AH7UKE3JVRDLDME7ZEDCPVF7QS5Q,B000063XJL,1601674471
5,AFJG3NUK732IZEI7IQJLEWEEBGBA,B00005NIOH,1368287420
5,AFYPV3CYOWYYNPDX7VVQR35BOBAA,B004GVZUUY,1577989568
5,AF4Y6EJFZUKH2VM3MT4ANIKYIIKA,B07BZB64FG,1593022031
5,AF6GXOIPGAG5GN2QS3RGQDZR7ADQ,B01IA73GWS,1497896843
1,AEN35Z7JGYCSOJI6HOFKKUTL5SKA,B00006FXOO,1416495068
2,AEN35Z7JGYCSOJI6HOFKKUTL5SKA,B00007AVQZ,1299631317
3,AHIR2TJN7GNFMFMT334SQFDFV6VA,B00D8GWHXG,1392525172
3,AHJYOD56GVUHGUW6NV4US7JR6NDA,B07QRN3Y9V,1576214082
5,AEWOXXP4EAMGOHI4C74EXBFD2QNA,B002PXW148,1427494686
5,AHEZKYETH4DLYBFQNVQ6VFDGJGGQ,B000A177ZA,1420329813
5,AHEZKYETH4DLYBFQNVQ6VFDGJGGQ,B0029XHGT4,1304431152
4,AGBSX3LOMIYINVJ62FHMI5PEMG6Q,B00005N7T9,1452578042
1,AG5VBCXQND3AWHLMO6Y3AZ5G7SRA,B00HG1BOSS,1413076368
5,AGVPQBKOES5MMAMYSWSFZZRIZEJA,B01FV50Y18,1620369172
4,AGLVEAUZVEJRP5RAYPUE5EXKVL6A,B00HG1BOZG,1394140448
1,AFJUCBEAC7M7SRVUROM6777HTXMA,B002ANPG4U,1562893783
3,AECI7CGYXRR2GH6IWC7AFJBMTVJQ,B00007B224,1237984971
5,AEODO3TTAFLGBYU6H2OOI3S3ZVKQ,B00496IJ9A,1366572967
5,AEODO3TTAFLGBYU6H2OOI3S3ZVKQ,B00005N7SL,1035259955
4,AGWDYYVVWM3DC3CASUZKXK67G6IA,B002PXVZW2,1486687089
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00O9K26IQ,1461193061
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005QDWH,1434933752
4,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00006KFT2,1424046624
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00CY40K3M,1374473643
4,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7U1,1150579133
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B000FTJ7JQ,1150570836
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7SL,1135785836
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005NIRE,1133999192
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00006KYZ9,1113983161
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00006KWIC,1075362334
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005NINY,1033821727
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7TM,1024382895
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7RD,1024087519
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7QG,1009708086
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7OV,1009706958
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005NIOW,1009706229
5,AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005NIOA,1009704944
5,AGR7DRERPBV2JUK6DK6BIMUXCWUA,B000VI4N36,1416872468
5,AFV22KPPUP7BSPTANT6C5LLDGTPA,B094P9JTML,1660584727
5,AHJENSQGXLUZX2T5F47JCSJ7QY5Q,B0058K4RA6,1415217768
1,AGCO5AU5AVDFJKKVVX2TAYMDDP3Q,B002PXW0M6,1295741396
5,AHQSQIYCKORL2GSXFYBAITTPMCOQ,B002PXW1IE,1637678159
5,AHQSQIYCKORL2GSXFYBAITTPMCOQ,B07QMB5L67,1626816068
5,AHQSQIYCKORL2GSXFYBAITTPMCOQ,B0061SHL16,1599755053
1,AGBIOOEPWR7VNGVCMWTKLNTFWFBQ,B072ZLXZXX,1529434617
4,AEY7KTVUE2J7IKGZLRTFU36EASXQ,B07QRN3Y9V,1614712120
5,AH5L5W3MIS6BWFWAGJB37HHCKGWQ,B002PXVYO6,1599190539
5,AEBVAQQB36PC2PJX32PWGVQ2N67A,B0089FUF6W,1498484948
5,AEBVAQQB36PC2PJX32PWGVQ2N67A,B01N35UMQV,1496320675
5,AFII632QNIDFWDVOOJEXCP26CNKQ,B001THPA3A,1519061831
5,AFEKJ4FQZO7BWJLE4XZ2C2XOAV5A,B002CT515Q,1514422183
5,AFVZX7HUMKY5VJOEKHMM4HFQTDGQ,B003I7HS5M,1534958141
4,AEA45B3KT25O2RMY76VRW2D67AXA,B00Y05PFX8,1454402074
5,AEJ2AEBOKQITAQIDFI5PT3KPW4FQ,B002PXVYQY,1564682434
5,AEZIW242EBVLBV24LA7FKYVN7YUQ,B0032KHQTS,1592582797
5,AHQT3NDKZRAPY4M5E75VPDQ7PLIQ,B0089FUF6W,1528331561
5,AGJKA4YKQ4ZNHQZDL5X4QIMNV4VA,B0089FUF6W,1479051083
4,AHTLG4HMRAKA2PV64QS2LL2RSOHA,B01BJ902IU,1639762051
4,AHTLG4HMRAKA2PV64QS2LL2RSOHA,B08ZW2GHD1,1622729392
4,AHTLG4HMRAKA2PV64QS2LL2RSOHA,B00005NIOH,1604039183
4,AHTLG4HMRAKA2PV64QS2LL2RSOHA,B00Y05PFX8,1600356527
5,AG3BMKRMGDRTL3J35BY3T6KRF7WQ,B001THPA4Y,1391263139
5,AE46NJ5H3EJIEHPS3CMZSHQISACA,B00Y05PFX8,1453412268
5,AFCVDZA4URAZMKA7CN2BJYKZ5XBQ,B002PXVYEQ,1455823247
5,AGSJHYSKRI7JCE67R44XPVXEWLZA,B00007AXQ2,1485093839
3,AFCZVOTXXESIUKWAS76MB6UOUGXQ,B002PXW1IE,1646868897
5,AFYX5DXWJ5STZHJMEDIEPMOCQLPA,B0089FUF6W,1489729763
5,AFYX5DXWJ5STZHJMEDIEPMOCQLPA,B002PXVYQY,1484364975
5,AFYX5DXWJ5STZHJMEDIEPMOCQLPA,B0037STB02,1481855911
5,AFYX5DXWJ5STZHJMEDIEPMOCQLPA,B01LZ307TD,1478536132
5,AG4VSC4PHMS5O6BSOPXURF22CPFA,B06X18NG77,1532880499
5,AGQXYVHTWNWEEIE52BZGWUBBJVNQ,B003I7HS4I,1618241554
5,AGQXYVHTWNWEEIE52BZGWUBBJVNQ,B001THPA30,1367539710
5,AGQXYVHTWNWEEIE52BZGWUBBJVNQ,B00005N7T3,1367539128
5,AFLAWX6G66PLCE4OTJ6M3OSKW47A,B015HSVUK8,1447273183
4,AHBDCC6PPJ6TDXHQOYIHKDNS3VHQ,B0046Z4NEE,1451705978
4,AHBDCC6PPJ6TDXHQOYIHKDNS3VHQ,B002FCNHN8,1435733798
3,AHBDCC6PPJ6TDXHQOYIHKDNS3VHQ,B00007AVYI,1276106255
5,AECW54ZMQEQZ5CQHUEZWHBKTG6EQ,B001U5SPJW,1459649262
5,AF3UYNHYZ7EPPTNK3AVUGX3WFKEA,B00005NIRE,1526524382
4,AHKIQTLDB524S4LYFLBHV3ASHQ4A,B000EGCIW8,1520374456
5,AHKIQTLDB524S4LYFLBHV3ASHQ4A,B00008RUJP,1520373688
5,AHKIQTLDB524S4LYFLBHV3ASHQ4A,B0029XHGSK,1520373391
5,AH3QZAPNPJNFICMAGBMRT7MWP6OQ,B000063XJL,1567916507
5,AH3QZAPNPJNFICMAGBMRT7MWP6OQ,B01HVTD9QE,1496189140
5,AH3QZAPNPJNFICMAGBMRT7MWP6OQ,B01FV4YCNA,1496188988
5,AEP42AJQLNVHOROH4BWTGNP3IQQQ,B000H1R1QI,1426707352
4,AGLK6YTRRECA6VHDRKGZ4A3G6TFQ,B00005N7SC,1435774575
5,AGLK6YTRRECA6VHDRKGZ4A3G6TFQ,B00007AZWJ,1364934921
2,AGLK6YTRRECA6VHDRKGZ4A3G6TFQ,B00006K1TL,1317616921
4,AHJTUSL7TSP3UI2YI67YQAYE6UZQ,B002VB3X96,1609774659
5,AHJTUSL7TSP3UI2YI67YQAYE6UZQ,B0089FUF6W,1576964044
5,AHJNM2ZAAY4ZDB4TLXYTGNJQTIUQ,B00005NIOA,1367341796
2,AERS7Y7NLENBH3MWIUI4L4MDDKHQ,B06XPPNZPX,1543177061
1,AH657HWZYYGPQOSBUYGCB2AZW4LQ,B00PE3SNLG,1448757095
5,AGP3UAVLQVNA2C7KSDATDL3VZ2FA,B002PXVYEQ,1569888400
2,AEKPJAGBAS2ZYMVBSRW4XYEQI7IA,B002PXW1IE,1599457269
4,AEXFRBK44A6TGMENEP52A6FCLAGQ,B002PXVYGO,1464652626
5,AERTHWASWTJC7ZOT7X6YDM5KI3ZA,B002PXW14S,1581214182
5,AERTHWASWTJC7ZOT7X6YDM5KI3ZA,B002PXW04Y,1581213945
5,AERTHWASWTJC7ZOT7X6YDM5KI3ZA,B007Q1M38I,1581213806
5,AEQIVU6BF23G3ELOJDCE55WMERUA,B00M9NU5BU,1420785657
5,AGKW5PGYC4QATMYFN4IRRHEV3EAQ,B0089FUF6W,1609468675
5,AGKW5PGYC4QATMYFN4IRRHEV3EAQ,B002VB3X96,1609468621
5,AFLMDRW4SMIKIB2WJ3DVS55P2SBA,B00NXV5IL4,1474184539
5,AFLMDRW4SMIKIB2WJ3DVS55P2SBA,B00JYEK0Q2,1402907744
5,AFJ7M57S7SDKN5OLZGMEP4VD6CTA,B0160CORYG,1449895449
5,AFFPNISXOBDFRRUOICTTZQLK3WAA,B0037STB02,1468959107
2,AGSDQQCNCNVHSRHKOR236AG66ZSA,B002PXVYBE,1473888759
2,AGSDQQCNCNVHSRHKOR236AG66ZSA,B001THPA3K,1473888635
5,AGSDQQCNCNVHSRHKOR236AG66ZSA,B0000AWD92,1437600769
5,AGSDQQCNCNVHSRHKOR236AG66ZSA,B00005NIOC,1417520657
5,AGQ6ZYEXA3LPDQH5VNZFK3C45BLA,B00005NIOH,1507914793
4,AGQ6ZYEXA3LPDQH5VNZFK3C45BLA,B00005N7PH,1507747898
5,AFFCHT24KMIDP3C34C3LQX732TZQ,B0061SHL02,1644544338
5,AEL372W7LXNKUVQLOGE4QTKONNGA,B001UJE7J0,1453318014
5,AEL372W7LXNKUVQLOGE4QTKONNGA,B002PXVZW2,1453317776
1,AERTIQWBB3LUARR6ISEJKX3BKRYQ,B004GVZUUY,1591024080
5,AHT72TZIAZFWJFV4XPMQIQGS72HA,B002PXVYEQ,1580743710
5,AE4SRJ4IVDWUWGZF7BZ4MXH7WKUA,B01H6WOLPY,1627851950
1,AFCVEJEJDI4W4UKUQKX2VA2BNLNA,B001THPA3K,1640911676
4,AHYIB22EKW4FIKWWUQ3QIFY3UKCA,B002CT515Q,1487346043
5,AE5DKX6S7IETZBJZB6XSNNSSWKLA,B002PXW0XK,1436130374
4,AG5Q5U7HJGIEEVC3RBZZLNAAJQ7Q,B002PXW1IE,1661711881
5,AG5Q5U7HJGIEEVC3RBZZLNAAJQ7Q,B01HDAJ8JI,1623683288
5,AG5Q5U7HJGIEEVC3RBZZLNAAJQ7Q,B004GVZUUY,1619959992
5,AHIU4AGKFODM25JDHN6GGMMN7GAQ,B01LY3VKMY,1534142186
5,AHIU4AGKFODM25JDHN6GGMMN7GAQ,B06XQ87WMZ,1533099179
5,AE3X3OR52JVXEIQUXWVUP5XC5HYQ,B002V0CJL0,1634165975
5,AFLI6Z2DXZXVDH3QMQ2URWZRKERQ,B01N35UMQV,1495656238
5,AFLI6Z2DXZXVDH3QMQ2URWZRKERQ,B004GVZUTU,1456935782
5,AHJOI2JU7WF3FCUBPNPEDJLMFHCQ,B002CT515Q,1442426651
5,AHJOI2JU7WF3FCUBPNPEDJLMFHCQ,B001THPA26,1431452693
5,AF3JWAOD7HXW3HZ7URFXWUWJTHMQ,B002PXVZW2,1451924929
5,AHQY4HJIBK3LLXZYYIMT4HLQ7ARA,B002PXVYQY,1587517156
3,AFZFJFRHAKQJQJBLFWII5M33JFEA,B001THPA4Y,1516929345
5,AFWEHJHYWJGLIFVGZCBBUCAX4HWA,B00VATZI2K,1574753521
5,AFWEHJHYWJGLIFVGZCBBUCAX4HWA,B004GVZUUY,1574748985
5,AFWEHJHYWJGLIFVGZCBBUCAX4HWA,B0089FUF6W,1574748912
5,AFWEHJHYWJGLIFVGZCBBUCAX4HWA,B001THPA1C,1574730805
5,AFWEHJHYWJGLIFVGZCBBUCAX4HWA,B001THPA1W,1574730734
5,AFWEHJHYWJGLIFVGZCBBUCAX4HWA,B002PXW0QW,1574730464
5,AFWEHJHYWJGLIFVGZCBBUCAX4HWA,B002V0CJL0,1520468598
5,AHQUEMWWXREX7JYB22X3J3EXNLOQ,B00006FXOT,1449328895
5,AHJH3YNJH7SSQZBZROV24G2STWNA,B01N819UDU,1515243428
5,AHW7ETGBKGX6DCG2LBAG5YAXU46A,B00005NIPH,1322370772
5,AHW7ETGBKGX6DCG2LBAG5YAXU46A,B001U5SPME,1322369434
5,AHW7ETGBKGX6DCG2LBAG5YAXU46A,B003N3QRF8,1322364979
5,AE7GVDNRY5NABEP253Y3GMDUZOZA,B00005N7QL,1405776335
5,AGLJ7WI2HQJW55B7B7ON7JNSF5YA,B00007AZRH,1566959204
5,AGLJ7WI2HQJW55B7B7ON7JNSF5YA,B00AHKJ9IM,1566959178
1,AFSC75L7RYKR2H5COG2WZFCBNOYQ,B002PXVYVE,1476122555
4,AFXSPKOOTZMJ3Q7BMTFWEQW65KYQ,B002PXW0EO,1455337575
5,AEVQZEIMZMNZMWDZ4EPVX5RHVIOQ,B00007AZWJ,1551908892
1,AGIXIGZQR7HWDIX2RIYJ4GZBTTUA,B0061SHL02,1592097687
5,AEBJWIV7Q72Y2NS2MKOMZS4CP5UQ,B001THPA1W,1360858908
